Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Cuti,Chrome 131.0.0.0,,,03-12-2024 16:56:00,03-12-2024 16:59:25,3m - 24.993s,ERROR
,,,,,,,
Test Cases/Admin/Laporan/02 Cuti/TCC.Hadir.04.014,Chrome 131.0.0.0,Menampilkan data cuti dengan input tanggal yang sesuai,Cuti,03-12-2024 16:56:23,03-12-2024 16:56:30,6.982s,ERROR
"openBrowser("""")",Chrome 131.0.0.0,,,03-12-2024 16:56:23,03-12-2024 16:56:24,0.753s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,03-12-2024 16:56:24,03-12-2024 16:56:24,0.031s,PASSED
"navigateToUrl(""https://magang.dikahadir.com/authentication/login"")",Chrome 131.0.0.0,,,03-12-2024 16:56:24,03-12-2024 16:56:24,0.368s,PASSED
"setText(findTestObject(""Object Repository/Admin/Cuti/014/Page_HADIR/input_Email_email""), ""Admin@hadir.com"")",Chrome 131.0.0.0,,,03-12-2024 16:56:24,03-12-2024 16:56:25,0.747s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Admin/Cuti/014/Page_HADIR/input_Password_password""), ""aSC42nPN26UggVXAwmiGmQ=="")",Chrome 131.0.0.0,,,03-12-2024 16:56:25,03-12-2024 16:56:25,0.266s,PASSED
"click(findTestObject(""Object Repository/Admin/Cuti/014/Page_HADIR/button_Masuk""))",Chrome 131.0.0.0,,,03-12-2024 16:56:25,03-12-2024 16:56:25,0.277s,PASSED
"click(findTestObject(""Object Repository/Admin/Cuti/014/Page_HADIR/div_Laporan""))",Chrome 131.0.0.0,,,03-12-2024 16:56:25,03-12-2024 16:56:27,1.251s,PASSED
"click(findTestObject(""Object Repository/Admin/Cuti/014/Page_HADIR/p_Cuti""))",Chrome 131.0.0.0,,,03-12-2024 16:56:27,03-12-2024 16:56:28,0.909s,PASSED
"click(findTestObject(""Admin/Cuti/014/Page_HADIR/StartDate""))",Chrome 131.0.0.0,,,03-12-2024 16:56:28,03-12-2024 16:56:28,0.841s,PASSED
