Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Cuti,Chrome 131.0.0.0,,,30-11-2024 11:13:54,30-11-2024 11:18:10,4m - 16.335s,ERROR
,,,,,,,
Test Cases/Admin/Laporan/02 Cuti/TCC.Hadir.04.014,Chrome 131.0.0.0,Menampilkan data cuti dengan input tanggal yang sesuai,Cuti,30-11-2024 11:14:21,30-11-2024 11:14:30,9.289s,ERROR
"openBrowser("""")",Chrome 131.0.0.0,,,30-11-2024 11:14:21,30-11-2024 11:14:22,0.735s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,30-11-2024 11:14:22,30-11-2024 11:14:22,0.030s,PASSED
"navigateToUrl(""https://magang.dikahadir.com/authentication/login"")",Chrome 131.0.0.0,,,30-11-2024 11:14:22,30-11-2024 11:14:22,0.373s,PASSED
"setText(findTestObject(""Object Repository/Admin/Cuti/014/Page_HADIR/input_Email_email""), ""Admin@hadir.com"")",Chrome 131.0.0.0,,,30-11-2024 11:14:22,30-11-2024 11:14:23,0.741s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Admin/Cuti/014/Page_HADIR/input_Password_password""), ""aSC42nPN26UggVXAwmiGmQ=="")",Chrome 131.0.0.0,,,30-11-2024 11:14:23,30-11-2024 11:14:23,0.282s,PASSED
"click(findTestObject(""Object Repository/Admin/Cuti/014/Page_HADIR/button_Masuk""))",Chrome 131.0.0.0,,,30-11-2024 11:14:23,30-11-2024 11:14:24,0.274s,PASSED
"click(findTestObject(""Object Repository/Admin/Cuti/014/Page_HADIR/div_Laporan""))",Chrome 131.0.0.0,,,30-11-2024 11:14:24,30-11-2024 11:14:25,1.115s,PASSED
"click(findTestObject(""Object Repository/Admin/Cuti/014/Page_HADIR/p_Cuti""))",Chrome 131.0.0.0,,,30-11-2024 11:14:25,30-11-2024 11:14:26,0.922s,PASSED
"click(findTestObject(""Admin/Cuti/014/Page_HADIR/StartDate""))",Chrome 131.0.0.0,,,30-11-2024 11:14:26,30-11-2024 11:14:29,3.268s,PASSED
"setText(findTestObject(""Object Repository/Admin/Cuti/014/Page_HADIR/StartDate""), ""Jun 1, 2024"")",Chrome 131.0.0.0,,,30-11-2024 11:14:29,30-11-2024 11:14:29,0.503s,PASSED
"click(findTestObject(""Admin/Cuti/014/Page_HADIR/EndDate""))",Chrome 131.0.0.0,,,30-11-2024 11:14:29,30-11-2024 11:14:30,0.254s,PASSED
"setText(findTestObject(""Object Repository/Admin/Cuti/014/Page_HADIR/EndDate""), ""Nov 16, 2024"")",Chrome 131.0.0.0,,,30-11-2024 11:14:30,30-11-2024 11:14:30,0.508s,PASSED
"click(findTestObject(""Object Repository/Admin/Cuti/014/Page_HADIR/button_Search""))",Chrome 131.0.0.0,,,30-11-2024 11:14:30,30-11-2024 11:14:30,0.268s,PASSED
"expectedLeaveDate = ""24 Sep 2024""",Chrome 131.0.0.0,,,30-11-2024 11:14:30,30-11-2024 11:14:30,0.000s,PASSED
