Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Jabatan,Chrome 131.0.0.0,,,03-12-2024 16:59:35,03-12-2024 17:01:22,1m - 47.095s,PASSED
,,,,,,,
Test Cases/Admin/Management/Jabatan/TCC.Hadir.04.061,Chrome 131.0.0.0,Mencari data berdasarkan level,Jabatan,03-12-2024 16:59:35,03-12-2024 16:59:43,7.616s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,03-12-2024 16:59:35,03-12-2024 16:59:37,1.453s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,03-12-2024 16:59:37,03-12-2024 16:59:37,0.042s,PASSED
"navigateToUrl(""https://magang.dikahadir.com/authentication/login"")",Chrome 131.0.0.0,,,03-12-2024 16:59:37,03-12-2024 16:59:37,0.364s,PASSED
"setText(findTestObject(""Object Repository/Admin/Jabatan/Page_HADIR/input_Email_email""), ""Admin@hadir.com"")",Chrome 131.0.0.0,,,03-12-2024 16:59:37,03-12-2024 16:59:38,0.799s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Admin/Jabatan/Page_HADIR/input_Password_password""), ""aSC42nPN26UggVXAwmiGmQ=="")",Chrome 131.0.0.0,,,03-12-2024 16:59:38,03-12-2024 16:59:38,0.291s,PASSED
"click(findTestObject(""Object Repository/Admin/Jabatan/Page_HADIR/button_Masuk""))",Chrome 131.0.0.0,,,03-12-2024 16:59:38,03-12-2024 16:59:38,0.291s,PASSED
"click(findTestObject(""Object Repository/Admin/Jabatan/Page_HADIR/div_Management""))",Chrome 131.0.0.0,,,03-12-2024 16:59:38,03-12-2024 16:59:40,1.201s,PASSED
"click(findTestObject(""Object Repository/Admin/Jabatan/Page_HADIR/p_Jabatan""))",Chrome 131.0.0.0,,,03-12-2024 16:59:40,03-12-2024 16:59:41,0.915s,PASSED
"setText(findTestObject(""Object Repository/Admin/Jabatan/Page_HADIR/input_Admin Hadir_search""), ""3"")",Chrome 131.0.0.0,,,03-12-2024 16:59:41,03-12-2024 16:59:42,1.183s,PASSED
"click(findTestObject(""Object Repository/Admin/Jabatan/Page_HADIR/button_Search""))",Chrome 131.0.0.0,,,03-12-2024 16:59:42,03-12-2024 16:59:42,0.261s,PASSED
"isPresent = verifyElementPresent(findTestObject(""Object Repository/Admin/Jabatan/Page_HADIR/tableRows""), 5, STOP_ON_FAILURE)",Chrome 131.0.0.0,,,03-12-2024 16:59:42,03-12-2024 16:59:43,0.553s,PASSED
