Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Chrome 131.0.0.0,Login Test,,25-11-2024 16:52:10,25-11-2024 16:52:48,37.567s,PASSED
,,,,,,,
Test Cases/Admin/Login/TCC.Hadir.01.001,Chrome 131.0.0.0,Login Valid,Login,25-11-2024 16:52:11,25-11-2024 16:52:17,6.098s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,25-11-2024 16:52:11,25-11-2024 16:52:13,1.906s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,25-11-2024 16:52:13,25-11-2024 16:52:13,0.050s,PASSED
"navigateToUrl(""https://magang.dikahadir.com/authentication/login"")",Chrome 131.0.0.0,,,25-11-2024 16:52:13,25-11-2024 16:52:13,0.512s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login/Login_Page/input_Email_email""), 10, STOP_ON_FAILURE)",Chrome 131.0.0.0,,,25-11-2024 16:52:13,25-11-2024 16:52:14,0.519s,PASSED
"setText(findTestObject(""Object Repository/Login/Login_Page/input_Email_email""), ""Admin@hadir.com"")",Chrome 131.0.0.0,,,25-11-2024 16:52:14,25-11-2024 16:52:14,0.534s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Login_Page/input_Password_password""), ""aSC42nPN26UggVXAwmiGmQ=="")",Chrome 131.0.0.0,,,25-11-2024 16:52:14,25-11-2024 16:52:14,0.299s,PASSED
"click(findTestObject(""Object Repository/Login/Login_Page/button_Masuk""))",Chrome 131.0.0.0,,,25-11-2024 16:52:14,25-11-2024 16:52:15,0.286s,PASSED
waitForPageLoad(10),Chrome 131.0.0.0,,,25-11-2024 16:52:15,25-11-2024 16:52:15,0.089s,PASSED
"loginSuccess = verifyElementPresent(findTestObject(""Object Repository/Login/Login_Page/p_2022 Aplikasi Hadir""), 10, CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,25-11-2024 16:52:15,25-11-2024 16:52:16,1.614s,PASSED
if (loginSuccess),Chrome 131.0.0.0,,,25-11-2024 16:52:16,25-11-2024 16:52:16,0.013s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,25-11-2024 16:52:16,25-11-2024 16:52:17,0.114s,PASSED
,,,,,,,
Test Cases/Admin/Login/TCC.Hadir.01.002,Chrome 131.0.0.0,,Login,25-11-2024 16:52:17,25-11-2024 16:52:19,2.825s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,25-11-2024 16:52:17,25-11-2024 16:52:17,0.665s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,25-11-2024 16:52:17,25-11-2024 16:52:17,0.036s,PASSED
"navigateToUrl(""https://magang.dikahadir.com/authentication/login"")",Chrome 131.0.0.0,,,25-11-2024 16:52:17,25-11-2024 16:52:18,0.439s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login/Login_Page/input_Email_email""), 10, STOP_ON_FAILURE)",Chrome 131.0.0.0,,,25-11-2024 16:52:18,25-11-2024 16:52:18,0.454s,PASSED
"setText(findTestObject(""Object Repository/Login/Login_Page/input_Email_email""), ""Irga@hadir.com"")",Chrome 131.0.0.0,,,25-11-2024 16:52:18,25-11-2024 16:52:19,0.521s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Login_Page/input_Password_password""), ""aSC42nPN26UggVXAwmiGmQ=="")",Chrome 131.0.0.0,,,25-11-2024 16:52:19,25-11-2024 16:52:19,0.290s,PASSED
"click(findTestObject(""Object Repository/Login/Login_Page/button_Masuk""))",Chrome 131.0.0.0,,,25-11-2024 16:52:19,25-11-2024 16:52:19,0.269s,PASSED
"errorMessageObject = findTestObject(""Object Repository/Login/Login_Page/div_ErrorMessage"")",Chrome 131.0.0.0,,,25-11-2024 16:52:19,25-11-2024 16:52:19,0.010s,PASSED
if (errorMessageObject != null),Chrome 131.0.0.0,,,25-11-2024 16:52:19,25-11-2024 16:52:19,0.001s,PASSED
else,Chrome 131.0.0.0,,,25-11-2024 16:52:19,25-11-2024 16:52:19,0.002s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,25-11-2024 16:52:19,25-11-2024 16:52:19,0.079s,PASSED
,,,,,,,
Test Cases/Admin/Login/TCC.Hadir.01.003,Chrome 131.0.0.0,Login dengan email yang belum di aktivasi,Login,25-11-2024 16:52:19,25-11-2024 16:52:22,2.821s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,25-11-2024 16:52:19,25-11-2024 16:52:20,0.661s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,25-11-2024 16:52:20,25-11-2024 16:52:20,0.040s,PASSED
"navigateToUrl(""https://magang.dikahadir.com/authentication/login"")",Chrome 131.0.0.0,,,25-11-2024 16:52:20,25-11-2024 16:52:21,0.438s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login/Login_Page/input_Email_email""), 10, STOP_ON_FAILURE)",Chrome 131.0.0.0,,,25-11-2024 16:52:21,25-11-2024 16:52:21,0.457s,PASSED
