Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Logout,Chrome 131.0.0.0,,,03-12-2024 09:01:09,03-12-2024 09:01:17,8.634s,PASSED
,,,,,,,
Test Cases/Admin/Logout/TCC.Hadir.01.013,Chrome 131.0.0.0,Verifikasi Log out akun,Logout,03-12-2024 09:01:09,03-12-2024 09:01:17,8.516s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,03-12-2024 09:01:09,03-12-2024 09:01:11,1.611s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,03-12-2024 09:01:11,03-12-2024 09:01:11,0.041s,PASSED
"navigateToUrl(""https://magang.dikahadir.com/authentication/login"")",Chrome 131.0.0.0,,,03-12-2024 09:01:11,03-12-2024 09:01:11,0.396s,PASSED
"setText(findTestObject(""Object Repository/Login/Login_Page/input_Email_email""), ""Admin@hadir.com"")",Chrome 131.0.0.0,,,03-12-2024 09:01:11,03-12-2024 09:01:12,0.719s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Login_Page/input_Password_password""), ""aSC42nPN26UggVXAwmiGmQ=="")",Chrome 131.0.0.0,,,03-12-2024 09:01:12,03-12-2024 09:01:12,0.310s,PASSED
"click(findTestObject(""Object Repository/Login/Login_Page/button_Masuk""))",Chrome 131.0.0.0,,,03-12-2024 09:01:12,03-12-2024 09:01:12,0.290s,PASSED
"click(findTestObject(""Object Repository/Login/Login_Page/Page_HADIR/polyline""))",Chrome 131.0.0.0,,,03-12-2024 09:01:12,03-12-2024 09:01:16,3.589s,PASSED
"click(findTestObject(""Object Repository/Login/Login_Page/Page_HADIR/button_Logout""))",Chrome 131.0.0.0,,,03-12-2024 09:01:16,03-12-2024 09:01:16,0.464s,PASSED
"click(findTestObject(""Object Repository/Login/Login_Page/Page_HADIR/p_Login""))",Chrome 131.0.0.0,,,03-12-2024 09:01:16,03-12-2024 09:01:17,0.572s,PASSED
"isEmailFieldVisible = verifyElementPresent(findTestObject(""Object Repository/Login/Login_Page/input_Email_email""), 10)",Chrome 131.0.0.0,,,03-12-2024 09:01:17,03-12-2024 09:01:17,0.249s,PASSED
"Assert.assertTrue(isEmailFieldVisible, ""Login page is not displayed after logout."")",Chrome 131.0.0.0,,,03-12-2024 09:01:17,03-12-2024 09:01:17,0.013s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,03-12-2024 09:01:17,03-12-2024 09:01:17,0.116s,PASSED
