Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Izin Pulang Cepat,Chrome 131.0.0.0,,,25-11-2024 19:36:41,25-11-2024 19:40:21,3m - 40.162s,FAILED
,,,,,,,
Test Cases/Admin/Laporan/01 Izin Pulang Cepat/TCC.Hadir.04.001,Chrome 131.0.0.0,Menampilkan data izin pulang cepat dengan input tanggal yang sesuai,,25-11-2024 19:36:41,25-11-2024 19:37:04,22.443s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,25-11-2024 19:36:41,25-11-2024 19:36:43,1.495s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,25-11-2024 19:36:43,25-11-2024 19:36:43,0.043s,PASSED
"navigateToUrl(""https://magang.dikahadir.com/authentication/login"")",Chrome 131.0.0.0,,,25-11-2024 19:36:43,25-11-2024 19:36:45,2.519s,PASSED
"setText(findTestObject(""Object Repository/Admin/IzinPulangCepatPage/input_Email_email (1)""), ""Admin@hadir.com"")",Chrome 131.0.0.0,,,25-11-2024 19:36:45,25-11-2024 19:36:46,0.812s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Admin/IzinPulangCepatPage/input_Password_password (1)""), ""aSC42nPN26UggVXAwmiGmQ=="")",Chrome 131.0.0.0,,,25-11-2024 19:36:46,25-11-2024 19:36:46,0.299s,PASSED
"click(findTestObject(""Object Repository/Admin/IzinPulangCepatPage/button_Masuk (1)""))",Chrome 131.0.0.0,,,25-11-2024 19:36:46,25-11-2024 19:36:47,0.293s,PASSED
"click(findTestObject(""Object Repository/Admin/IzinPulangCepatPage/p_Laporan""))",Chrome 131.0.0.0,,,25-11-2024 19:36:47,25-11-2024 19:36:50,2.888s,PASSED
"click(findTestObject(""Object Repository/Admin/IzinPulangCepatPage/p_Izin Pulang Cepat""))",Chrome 131.0.0.0,,,25-11-2024 19:36:50,25-11-2024 19:36:51,1.217s,PASSED
"click(findTestObject(""Object Repository/Admin/IzinPulangCepatPage/svg_Start Date_feather feather-calendar (1)""))",Chrome 131.0.0.0,,,25-11-2024 19:36:51,25-11-2024 19:36:52,1.540s,PASSED
"click(findTestObject(""Object Repository/Admin/IzinPulangCepatPage/November1""))",Chrome 131.0.0.0,,,25-11-2024 19:36:52,25-11-2024 19:37:01,8.255s,PASSED
